fecha-hora  NombreArchivo
2022-11-30 21:34:33.963997 GUI.py
2022-11-30 21:34:53.989014 GUI.py
2022-11-30 21:35:27.292296 GUI.py
2022-11-30 21:36:16.132989 GUI.py
2022-11-30 21:36:33.388055 GUI.py
2022-11-30 21:36:44.843710 GUI.py
2022-11-30 21:36:45.460614 GUI.py
2022-11-30 21:36:49.388411 GUI.py
2022-11-30 21:37:05.692354 GUI.py
2022-11-30 21:37:10.692311 GUI.py
2022-11-30 21:37:21.684407 GUI.py
2022-11-30 21:39:07.747850 GUI.py
2022-11-30 21:40:10.484376 GUI.py
2022-11-30 21:41:00.932222 GUI.py
2022-11-30 21:41:17.899805 GUI.py
2022-11-30 21:41:52.908011 GUI.py
2022-11-30 21:42:20.659725 GUI.py
2022-11-30 21:43:00.756757 GUI.py
2022-11-30 21:43:15.603572 GUI.py
2022-11-30 21:44:14.900648 GUI.py
2022-11-30 21:44:32.756156 GUI.py
2022-11-30 21:44:42.685719 GUI.py
2022-11-30 21:44:43.451668 GUI.py
2022-11-30 21:44:43.716287 GUI.py
2022-11-30 21:44:43.907706 GUI.py
2022-11-30 21:44:44.099699 GUI.py
2022-11-30 21:46:59.900206 GUI.py
2022-11-30 21:47:18.428218 GUI.py
2022-11-30 21:47:42.235750 GUI.py
2022-11-30 21:47:45.532282 GUI.py
2022-11-30 21:47:45.923708 GUI.py
2022-11-30 21:47:46.116434 GUI.py
2022-11-30 21:47:46.275704 GUI.py
2022-11-30 21:47:46.459605 GUI.py
2022-11-30 22:03:34.939615 GUI.py
2022-11-30 22:06:38.523479 GUI.py
2022-11-30 19:09:36.802736 GUI.py
2022-11-30 19:10:24.203115 GUI.py
2022-11-30 19:10:52.578236 GUI.py
2022-11-30 19:14:55.433219 GUI.py
2022-11-30 19:15:07.205374 GUI.py
2022-11-30 19:16:36.319384 GUI.py
2022-11-30 19:16:48.594080 GUI.py
2022-11-30 19:17:00.202473 GUI.py
2022-11-30 19:57:23.124754 GUI.py
2022-11-30 20:04:22.771632 GUI.py
2022-11-30 20:04:32.050347 GUI.py
2022-11-30 20:04:33.234375 GUI.py
2022-11-30 20:04:41.465368 GUI.py
2022-11-30 20:06:13.908669 GUI.py
2022-11-30 20:06:29.528012 GUI.py
2022-11-30 20:06:30.324794 GUI.py
2022-11-30 20:06:30.385202 GUI.py
2022-11-30 20:06:30.661351 GUI.py
2022-11-30 20:06:39.383691 GUI.py
2022-11-30 20:06:46.543582 GUI.py
2022-11-30 20:07:29.385549 GUI.py
2022-11-30 20:07:45.045874 GUI.py
2022-11-30 20:09:34.167238 GUI.py
2022-11-30 20:09:35.962239 GUI.py
2022-11-30 20:09:49.092736 GUI.py
2022-11-30 20:23:02.607755 GUI.py
2022-11-30 20:24:14.105867 GUI.py
2022-11-30 20:26:53.432642 GUI.py
2022-11-30 20:27:08.960159 GUI.py
2022-11-30 20:27:10.429217 GUI.py
2022-11-30 20:27:23.429058 GUI.py
2022-11-30 20:32:02.159994 GUI.py
2022-11-30 20:32:36.192194 GUI.py
2022-11-30 20:32:45.127787 GUI.py
2022-11-30 20:32:46.107471 GUI.py
2022-11-30 20:32:55.238624 GUI.py
2022-11-30 20:33:27.566721 GUI.py
2022-11-30 20:33:28.709639 GUI.py
2022-11-30 20:33:40.801309 GUI.py
2022-11-30 20:34:15.651959 GUI.py
2022-11-30 20:35:09.955855 GUI.py
2022-11-30 20:35:50.520343 GUI.py
2022-11-30 20:38:27.002460 GUI.py
2022-11-30 20:43:19.428579 GUI.py
2022-11-30 20:45:51.848108 GUI.py
2022-11-30 20:46:21.061286 GUI.py
2022-11-30 20:46:22.326331 GUI.py
2022-11-30 20:46:45.164497 GUI.py
2022-11-30 20:49:35.525350 GUI.py
2022-11-30 20:51:34.628475 GUI.py
2022-11-30 20:52:49.721463 GUI.py
2022-11-30 20:58:37.690494 GUI.py
2022-11-30 21:00:24.832944 GUI.py
2022-11-30 21:01:37.511758 GUI.py
2022-11-30 21:05:57.346287 GUI.py
2022-11-30 21:06:33.238831 GUI.py
2022-11-30 21:06:44.356627 GUI.py
2022-11-30 21:07:22.307834 GUI.py
2022-11-30 21:08:15.192123 GUI.py
2022-11-30 21:08:26.435016 GUI.py
2022-11-30 21:08:55.865672 GUI.py
2022-11-30 21:09:36.289533 GUI.py
2022-11-30 21:09:53.733250 GUI.py
2022-11-30 21:10:13.186379 GUI.py
2022-11-30 21:10:13.186379 GUI.py

2022-11-30 22:15:35.859974 GUI.py
2022-11-30 22:15:42.890663 GUI.py
2022-11-30 22:23:15.371330 GUI.py
2022-11-30 22:23:38.555674 GUI.py
2022-11-30 22:24:19.204297 GUI.py
2022-11-30 22:25:25.723240 GUI.py
2022-11-30 22:25:48.211740 GUI.py
2022-11-30 22:31:54.411262 GUI.py
2022-11-30 22:32:33.898544 GUI.py
2022-11-30 22:32:54.171352 GUI.py
2022-11-30 22:33:32.139533 GUI.py
2022-11-30 22:33:44.458173 GUI.py
2022-11-30 22:34:01.858445 GUI.py
2022-11-30 22:34:58.155150 GUI.py
2022-11-30 22:39:10.930607 GUI.py
2022-11-30 22:39:23.386419 GUI.py
2022-11-30 22:40:25.106268 GUI.py
2022-11-30 22:41:26.890481 GUI.py
2022-11-30 22:41:41.002634 GUI.py
2022-11-30 22:42:01.867029 GUI.py
2022-11-30 22:42:03.090523 GUI.py
2022-11-30 22:43:24.058682 GUI.py
2022-11-30 22:44:15.851058 GUI.py
2022-11-30 22:50:33.130320 GUI.py
2022-11-30 22:50:47.362806 GUI.py
2022-11-30 22:51:08.306950 GUI.py
2022-11-30 22:53:46.994783 GUI.py
2022-11-30 22:55:19.786740 GUI.py
2022-11-30 22:55:27.130236 GUI.py
2022-11-30 22:56:54.617823 GUI.py
2022-11-30 22:59:35.737888 GUI.py
2022-11-30 22:59:50.682636 GUI.py
2022-11-30 23:01:04.002102 GUI.py
2022-11-30 23:01:44.882494 GUI.py
2022-11-30 23:02:07.465412 GUI.py
2022-11-30 23:03:02.098723 GUI.py
2022-11-30 23:03:29.769493 GUI.py
2022-11-30 23:03:46.897771 GUI.py
2022-11-30 23:04:07.409986 GUI.py
2022-11-30 23:04:17.898200 GUI.py
2022-11-30 23:04:30.041618 GUI.py
2022-11-30 23:04:46.649339 GUI.py
2022-11-30 23:04:53.171046 GUI.py
2022-11-30 23:05:13.217448 GUI.py
2022-11-30 23:08:52.025893 GUI.py
2022-11-30 23:10:35.098089 GUI.py
2022-11-30 23:10:51.161633 GUI.py
2022-11-30 23:13:17.066128 GUI.py
2022-11-30 23:14:33.217484 GUI.py
2022-11-30 23:15:04.490618 GUI.py
2022-11-30 23:16:54.273841 GUI.py
2022-11-30 23:21:41.321179 GUI.py
2022-11-30 23:24:57.625053 GUI.py
2022-11-30 23:25:01.441830 GUI.py
2022-11-30 23:25:08.185558 GUI.py
2022-11-30 23:25:08.632989 GUI.py
2022-11-30 23:25:08.793021 GUI.py
2022-11-30 23:25:22.793309 GUI.py
2022-11-30 23:29:15.170182 GUI.py
2022-11-30 23:29:42.393326 GUI.py
2022-11-30 23:31:55.113784 GUI.py
2022-11-30 23:34:10.344773 GUI.py
2022-11-30 23:36:16.672742 GUI.py
2022-11-30 23:38:07.449064 GUI.py
2022-11-30 23:42:03.248783 GUI.py
2022-11-30 23:42:11.400811 GUI.py
2022-11-30 23:42:21.120404 GUI.py
2022-11-30 23:44:04.752884 GUI.py
2022-11-30 23:47:40.345382 GUI.py
2022-11-30 23:49:27.713465 GUI.py
2022-11-30 23:49:39.953387 GUI.py
2022-11-30 23:49:40.384385 GUI.py
2022-11-30 23:49:40.640080 GUI.py
2022-11-30 23:49:41.712793 GUI.py
2022-11-30 23:50:03.185464 GUI.py
2022-11-30 23:53:11.929050 GUI.py
2022-11-30 23:54:26.953415 GUI.py
2022-11-30 23:56:41.497213 GUI.py
2022-11-30 23:56:55.913468 GUI.py
2022-11-30 23:57:05.928138 GUI.py
2022-11-30 23:58:21.809400 GUI.py
2022-12-01 00:08:43.472820 GUI.py
2022-12-01 00:09:18.607852 GUI.py
2022-12-01 00:09:33.023780 GUI.py
2022-12-01 00:09:40.935899 GUI.py
2022-12-01 00:09:47.807885 GUI.py
2022-12-01 00:11:00.985393 GUI.py
2022-12-01 00:11:39.215884 GUI.py
2022-12-01 00:11:40.024634 GUI.py
2022-12-01 00:11:42.775660 GUI.py
2022-12-01 00:11:43.103735 GUI.py
2022-12-01 00:11:44.575770 GUI.py
2022-12-01 00:12:13.960519 GUI.py
2022-12-01 00:12:36.944521 GUI.py
2022-12-01 00:23:10.639593 GUI.py
2022-12-01 00:24:46.032285 GUI.py
2022-12-01 00:25:18.719761 GUI.py
2022-12-01 00:27:22.535244 GUI.py
2022-12-01 07:05:12.718727 GUI.py
2022-12-01 07:05:25.017689 GUI.py
2022-12-01 07:10:31.690302 GUI.py
2022-12-01 07:10:48.634330 GUI.py
