fecha-hora  NombreArchivo
2022-11-29 22:14:30.734368 GUI.py
2022-11-29 22:14:37.238370 GUI.py
2022-11-29 23:34:43.405014 GUI.py
2022-11-29 23:36:49.643838 GUI.py
2022-11-29 23:39:30.460242 GUI.py
2022-11-29 23:42:00.372561 GUI.py
2022-11-29 23:42:09.836137 GUI.py
2022-11-30 20:47:04.759650 GUI.py
2022-11-30 20:49:50.685770 GUI.py
2022-11-30 20:51:55.389569 GUI.py
2022-11-30 20:52:19.381722 GUI.py
2022-11-30 20:52:50.422107 GUI.py
2022-11-30 20:52:57.557736 GUI.py
2022-11-30 20:54:51.005802 GUI.py
2022-11-30 20:54:54.461134 GUI.py
2022-11-30 20:54:59.141126 GUI.py
2022-11-30 20:55:05.101058 GUI.py
2022-11-30 20:55:08.013147 GUI.py
2022-11-30 20:55:11.477933 GUI.py
2022-11-30 20:55:12.381421 GUI.py
2022-11-30 20:55:12.933522 GUI.py
2022-11-30 20:55:13.325706 GUI.py
2022-11-30 20:55:13.541124 GUI.py
2022-11-30 20:55:13.718192 GUI.py
2022-11-30 20:55:14.005563 GUI.py
2022-11-30 20:55:15.213559 GUI.py
2022-11-30 20:56:28.182055 GUI.py
2022-11-30 20:56:28.693471 GUI.py
2022-11-30 20:56:28.933652 GUI.py
2022-11-30 20:56:29.117071 GUI.py
2022-11-30 20:56:29.261504 GUI.py
2022-11-30 20:56:32.149271 GUI.py
2022-11-30 20:56:52.534017 GUI.py
2022-11-30 20:57:29.925697 GUI.py
2022-11-30 20:59:04.981923 GUI.py
2022-11-30 21:00:29.797957 GUI.py
2022-11-30 21:00:36.061097 GUI.py
2022-11-30 21:00:36.620754 GUI.py
2022-11-30 21:00:36.796966 GUI.py
2022-11-30 21:00:36.965583 GUI.py
2022-11-30 21:00:41.173303 GUI.py
2022-11-30 21:01:19.037371 GUI.py
2022-11-30 21:01:23.437332 GUI.py
2022-11-30 21:01:24.388965 GUI.py
2022-11-30 21:01:24.933361 GUI.py
2022-11-30 21:01:25.093065 GUI.py
2022-11-30 21:01:25.252922 GUI.py
2022-11-30 21:01:25.445433 GUI.py
2022-11-30 21:01:25.596891 GUI.py
2022-11-30 21:04:09.533789 GUI.py
2022-11-30 21:05:58.317056 GUI.py
2022-11-30 21:18:02.917467 GUI.py
2022-11-30 21:18:09.012851 GUI.py
2022-11-30 21:18:19.365526 GUI.py
2022-11-30 21:32:32.788267 GUI.py
2022-11-30 21:33:58.596092 GUI.py
